Participant;Duration;Tempo;Stimuli_Nu;Decision;Music_Duration
Sub102;4;3;9;2;4.000057391
Sub102;5;1;7;2;5.000057014
Sub102;4;3;6;2;4.000069851
Sub102;8;3;3;2;8.000082311
Sub102;7;2;10;2;7.000057769
Sub102;7;2;9;2;7.000081556
Sub102;5;3;7;1;5.000056259
Sub102;5;2;1;1;5.000057391
Sub102;2;2;2;1;2.000059279
Sub102;5;1;9;1;5.000057014
Sub102;8;2;9;2;8.000080423
Sub102;6;2;8;2;6.000057014
Sub102;3;3;7;2;3.000057769
Sub102;7;1;8;2;7.000080423
Sub102;7;3;7;2;7.000080046
Sub102;2;1;7;1;2.000056636
Sub102;6;1;1;2;6.000081934
Sub102;4;1;1;1;4.000057391
Sub102;6;3;7;2;6.000056259
Sub102;2;3;9;2;2.000058146
Sub102;8;1;1;2;8.000079668
Sub102;7;2;7;2;7.000082311
Sub102;2;1;9;1;2.000056636
Sub102;6;2;8;2;6.000079668
Sub102;3;2;3;1;3.000057769
Sub102;4;2;3;2;4.000058524
Sub102;5;1;7;2;5.000057391
Sub102;6;1;10;2;6.000057391
Sub102;5;2;5;1;5.000057014
Sub102;3;3;2;1;3.000056636
Sub102;7;3;1;1;7.000057769
Sub102;6;1;5;2;6.000057769
Sub102;5;1;2;2;5.000057014
Sub102;6;3;8;2;6.000058902
Sub102;2;3;7;1;2.000058524
Sub102;3;3;4;1;3.000057391
Sub102;5;3;9;1;5.000057014
Sub102;7;1;3;2;7.000057391
Sub102;7;3;5;2;7.000081934
Sub102;6;2;7;2;6.000082311
Sub102;7;2;7;2;7.000080046
Sub102;2;3;1;1;2.000057769
Sub102;2;3;5;1;2.000057014
Sub102;5;2;2;2;5.000059657
Sub102;4;3;10;1;4.000057391
Sub102;3;3;6;1;3.000056636
Sub102;6;1;4;2;6.000057391
Sub102;4;2;4;2;4.000058524
Sub102;7;1;1;2;7.000056259
Sub102;2;2;8;1;2.000057391
Sub102;8;2;1;2;8.000080046
Sub102;2;2;5;1;2.000057391
Sub102;4;1;10;2;4.000057769
Sub102;5;1;4;2;5.000058146
Sub102;8;1;7;2;8.000080423
Sub102;8;3;4;2;8.000080801
Sub102;6;1;1;2;6.000057391
Sub102;5;1;2;2;5.000057014
Sub102;5;2;4;2;5.000057014
Sub102;5;3;6;2;5.000057014
Sub102;8;2;3;2;8.000082689
Sub102;7;2;5;2;7.000081556
Sub102;5;3;3;2;5.000058146
Sub102;7;2;4;2;7.000056259
Sub102;8;3;1;2;8.000081934
Sub102;6;3;9;2;6.000056636
Sub102;7;3;6;2;7.000081556
Sub102;5;2;3;2;5.000057014
Sub102;2;1;10;1;2.000056636
Sub102;2;2;7;1;2.000057391
Sub102;6;3;5;2;6.000057391
Sub102;4;2;4;1;4.000056259
Sub102;6;2;10;2;6.000056259
Sub102;8;3;6;1;8.000080046
Sub102;8;3;8;2;8.000078913
Sub102;6;3;4;2;6.000057014
Sub102;5;1;8;1;5.000057391
Sub102;8;1;10;2;8.000080046
Sub102;8;1;5;2;8.000081178
Sub102;2;3;8;2;2.000058146
Sub102;2;2;1;1;2.000058146
Sub102;4;2;5;1;4.000057391
Sub102;4;3;5;2;4.000070229
Sub102;4;1;3;1;4.000085709
Sub102;2;3;6;1;2.000058524
Sub102;6;2;6;2;6.000081178
Sub102;8;2;2;2;8.000080046
Sub102;5;1;6;2;5.000057391
Sub102;3;2;5;1;3.000057014
Sub102;8;3;3;2;8.000079291
Sub102;2;2;3;1;2.000069474
Sub102;4;1;6;1;4.000057391
Sub102;4;1;4;1;4.000069474
Sub102;4;3;7;1;4.000057014
Sub102;5;3;9;2;5.000057391
Sub102;6;3;10;2;6.000079668
Sub102;6;3;1;2;6.000153295
Sub102;4;3;2;1;4.000056636
Sub102;5;1;4;2;5.000069096
Sub102;5;1;5;2;5.000057014
Sub102;3;1;1;1;3.000057391
Sub102;7;1;6;2;7.000080046
Sub102;4;3;7;2;4.000056636
Sub102;8;2;8;2;8.000078913
Sub102;4;1;6;2;4.000057014
Sub102;8;1;4;2;8.000079291
Sub102;2;3;4;1;2.000057391
Sub102;4;2;8;1;4.000057014
Sub102;3;2;8;2;3.000125732
Sub102;4;3;9;1;4.000057769
Sub102;6;2;6;2;6.000079291
Sub102;4;3;5;1;4.000057391
Sub102;7;2;1;2;7.00009024
Sub102;2;1;7;1;2.000057769
Sub102;7;1;1;2;7.000057769
Sub102;8;1;6;2;8.000079668
Sub102;7;1;4;2;7.000080423
Sub102;6;3;9;2;6.000058146
Sub102;4;1;9;1;4.000057769
Sub102;7;1;10;2;7.000081178
Sub102;7;3;9;2;7.000056636
Sub102;7;2;6;2;7.000080046
Sub102;8;2;4;2;8.000079291
Sub102;3;2;9;1;3.000055503
Sub102;5;1;1;2;5.000057391
Sub102;5;3;4;2;5.000056636
Sub102;4;1;3;1;4.000057014
Sub102;6;2;1;2;6.000081178
Sub102;7;2;1;2;7.000080801
Sub102;2;2;1;1;2.000056636
Sub102;2;1;4;1;2.000057391
Sub102;7;1;9;2;7.000080423
Sub102;6;3;4;2;6.000080801
Sub102;6;2;4;2;6.000080423
Sub102;5;2;8;1;5.000056636
Sub102;3;1;5;1;3.000058146
Sub102;5;1;6;1;5.000057769
Sub102;3;1;7;2;3.000057769
Sub102;3;2;8;1;3.000057391
Sub102;7;1;4;2;7.000079291
Sub102;2;1;8;1;2.000056636
Sub102;8;1;3;2;8.000080046
Sub102;4;1;1;1;4.000057014
Sub102;7;2;10;2;7.000109497
Sub102;6;2;2;2;6.000057014
Sub102;3;1;2;1;3.000057391
Sub102;8;2;2;2;8.000078535
Sub102;4;2;9;1;4.000069474
Sub102;2;1;5;1;2.000057769
Sub102;8;3;5;2;8.000080046
Sub102;5;2;2;2;5.000057769
Sub102;7;3;7;2;7.000057014
Sub102;5;2;10;2;5.000057769
Sub102;4;1;10;2;4.000056259
Sub102;8;1;4;2;8.000079668
Sub102;8;1;1;2;8.000080423
Sub102;4;1;2;1;4.000058146
Sub102;5;3;2;1;5.000057014
Sub102;2;1;6;1;2.000058524
Sub102;3;2;1;1;3.000070606
Sub102;6;1;3;2;6.000055881
Sub102;3;2;10;1;3.000056636
Sub102;7;3;10;2;7.000080046
Sub102;2;1;3;2;2.000057014
Sub102;3;2;6;1;3.000057391
Sub102;7;2;4;2;7.000080423
Sub102;6;1;2;2;6.000057769
Sub102;8;3;10;2;8.000080423
Sub102;4;3;4;1;4.000057769
Sub102;3;2;7;1;3.000057769
Sub102;7;1;7;2;7.000057769
Sub102;6;3;2;2;6.000057769
Sub102;2;2;2;1;2.000057769
Sub102;7;1;10;2;7.000078535
Sub102;6;2;9;2;6.000057391
Sub102;2;2;10;1;2.000056259
Sub102;8;3;6;2;8.000078913
Sub102;5;1;8;2;5.000057769
Sub102;8;2;5;2;8.000079668
Sub102;8;1;9;2;8.000080046
Sub102;3;1;6;1;3.000057769
Sub102;5;2;6;2;5.000057391
Sub102;6;3;1;2;6.000080423
Sub102;4;2;7;1;4.000059279
Sub102;8;1;8;2;8.000080046
Sub102;5;2;9;2;5.000057014
Sub102;3;2;7;1;3.000072117
Sub102;8;1;2;2;8.000080801
Sub102;8;3;2;2;8.000080801
Sub102;3;1;6;1;3.000057014
Sub102;4;3;1;1;4.000057391
Sub102;7;2;3;2;7.000080046
Sub102;6;1;7;2;6.000079291
Sub102;2;3;5;1;2.000056259
Sub102;8;3;9;2;8.000089485
Sub102;2;1;6;1;2.000056636
Sub102;6;1;2;2;6.000056636
Sub102;6;3;6;2;6.000056636
Sub102;5;2;10;2;5.000057391
Sub102;2;2;4;1;2.000057014
Sub102;8;1;2;2;8.000079291
Sub102;3;3;5;2;3.000058524
Sub102;6;2;1;2;6.000078535
Sub102;8;3;1;2;8.000080046
Sub102;6;2;7;1;6.000080801
Sub102;8;2;8;2;8.000079291
Sub102;2;3;1;1;2.000057391
Sub102;4;2;3;1;4.000056636
Sub102;5;1;5;2;5.000057391
Sub102;6;2;9;2;6.000058902
Sub102;8;3;7;2;8.000080046
Sub102;6;2;3;2;6.000057391
Sub103;7;2;7;2;7.001660511
Sub103;2;2;1;1;2.000161218
Sub103;8;3;10;2;8.000101941
Sub103;8;2;3;2;8.000102696
Sub103;4;1;8;1;4.000079288
Sub103;4;3;6;1;4.000076267
Sub103;6;3;2;1;6.000081931
Sub103;7;1;2;1;7.000085329
Sub103;5;1;9;1;5.000078155
Sub103;6;2;7;1;6.000085706
Sub103;3;2;6;1;3.000066451
Sub103;5;2;7;1;5.000057012
Sub103;4;3;5;1;4.000074379
Sub103;8;1;10;2;8.000094013
Sub103;3;1;5;1;3.000082686
Sub103;5;1;1;2;5.000094013
Sub103;6;3;8;2;6.000074002
Sub103;3;1;1;1;3.000067961
Sub103;5;2;8;1;5.000057389
Sub103;6;1;8;2;6.009932481
Sub103;8;3;2;2;8.000084196
Sub103;8;3;6;2;8.00008042
Sub103;2;3;10;1;2.000074757
Sub103;8;1;9;2;8.000093257
Sub103;8;2;9;2;8.000071736
Sub103;2;2;3;1;2.000077777
Sub103;4;3;9;1;4.000073247
Sub103;3;3;9;1;3.000077022
Sub103;3;3;1;1;3.00007589
Sub103;3;3;6;1;3.000057389
Sub103;2;1;3;1;2.000057767
Sub103;6;2;4;2;6.000056256
Sub103;8;2;2;2;8.000073624
Sub103;8;3;4;2;8.000072869
Sub103;5;2;6;2;5.000056256
Sub103;5;2;10;2;5.000057389
Sub103;7;2;6;1;7.000071359
Sub103;6;1;1;1;6.000073247
Sub103;7;1;4;1;7.000072492
Sub103;8;2;8;2;8.000072492
Sub103;2;1;4;1;2.000093257
Sub103;2;3;5;1;2.000057767
Sub103;2;3;3;1;2.000055501
Sub103;4;1;7;1;4.000070604
Sub103;3;2;4;1;3.000057012
Sub103;5;2;3;2;5.000055879
Sub103;2;3;10;1;2.000056256
Sub103;5;3;5;2;5.000057012
Sub103;4;2;3;1;4.000057389
Sub103;7;3;7;2;7.000071736
Sub103;2;3;8;1;2.000055501
Sub103;4;2;9;2;4.000068716
Sub103;2;1;10;1;2.000058522
Sub103;6;3;10;2;6.000072492
Sub103;6;3;4;2;6.000071736
Sub103;5;1;2;2;5.000057767
Sub103;5;1;8;2;5.000057012
Sub103;7;2;3;2;7.000072869
Sub103;7;2;8;2;7.000083818
Sub103;2;3;2;1;2.000057389
Sub103;5;3;3;2;5.000056256
Sub103;5;3;5;2;5.000057012
Sub103;4;3;3;2;4.000056634
Sub103;5;2;1;2;5.000055879
Sub103;6;3;4;2;6.000057012
Sub103;2;1;10;1;2.000057012
Sub103;4;2;8;2;4.000056634
Sub103;8;1;5;2;8.000071736
Sub103;5;3;6;2;5.000057012
Sub103;2;1;6;1;2.000057012
Sub103;7;3;4;2;7.000073247
Sub103;6;3;10;2;6.000072492
Sub103;2;2;2;1;2.000057767
Sub103;8;1;6;2;8.000071736
Sub103;5;1;10;2;5.000057389
Sub103;8;3;5;2;8.000072869
Sub103;3;1;3;1;3.000057012
Sub103;7;1;6;2;7.000072114
Sub103;3;1;7;1;3.000128748
Sub103;7;3;1;2;7.000057012
Sub103;5;2;6;2;5.000056256
Sub103;5;1;5;2;5.000056634
Sub103;8;2;7;2;8.000072492
Sub103;7;3;10;2;7.000072492
Sub103;6;1;2;2;6.000057012
Sub103;5;3;9;2;5.000055501
Sub103;5;1;3;2;5.000069094
Sub103;6;1;9;2;6.000055879
Sub103;8;2;1;2;8.000072114
Sub103;3;3;9;1;3.000057767
Sub103;7;2;9;2;7.000071736
Sub103;8;1;2;2;8.000072114
Sub103;6;1;2;2;6.000057012
Sub103;8;3;3;2;8.000073247
Sub103;5;1;1;2;5.000057012
Sub103;6;3;7;2;6.000072492
Sub103;5;3;1;2;5.000058144
Sub103;2;2;10;1;2.000056634
Sub103;4;1;2;1;4.000057389
Sub103;3;1;4;1;3.000055879
Sub103;7;1;7;2;7.000057767
Sub103;4;1;2;1;4.000057389
Sub103;4;1;7;1;4.000057389
Sub103;3;1;10;1;3.000056256
Sub103;7;1;3;2;7.000072492
Sub103;8;3;8;2;8.000071736
Sub103;4;2;5;2;4.000057012
Sub103;2;3;9;1;2.000056634
Sub103;8;1;7;2;8.000073247
Sub103;3;2;1;1;3.000055879
Sub103;7;2;8;2;7.000073247
Sub103;5;1;5;2;5.000055879
Sub103;2;1;1;1;2.000056256
Sub103;5;3;7;2;5.000057389
Sub103;7;1;6;2;7.000056256
Sub103;5;2;2;2;5.000057012
Sub103;2;2;3;1;2.000057767
Sub103;4;3;2;2;4.000056256
Sub103;7;1;9;2;7.000071736
Sub103;6;2;8;2;6.000071736
Sub103;2;1;8;1;2.000057767
Sub103;6;1;5;2;6.000056634
Sub103;4;1;1;1;4.000057389
Sub103;8;3;1;2;8.000072114
Sub103;2;2;4;1;2.000055879
Sub103;4;3;9;2;4.000057012
Sub103;5;2;9;2;5.000057012
Sub103;7;1;10;2;7.000071359
Sub103;8;2;3;2;8.000072114
Sub103;6;1;9;2;6.000057767
Sub103;3;1;9;1;3.000056634
Sub103;8;3;1;2;8.000072869
Sub103;3;1;10;1;3.000055124
Sub103;5;2;5;2;5.000057767
Sub103;6;1;6;2;6.000057767
Sub103;6;1;1;2;6.000056634
Sub103;7;3;9;2;7.000145361
Sub103;5;1;8;2;5.000055879
Sub103;4;2;6;2;4.00009439
Sub103;6;2;6;2;6.000073247
Sub103;7;1;4;2;7.000072869
Sub103;3;3;4;1;3.000056256
Sub103;3;3;1;1;3.000057389
Sub103;4;3;1;2;4.000057389
Sub103;3;2;4;1;3.000058144
Sub103;6;3;6;2;6.000072869
Sub103;6;3;2;2;6.000056634
Sub103;5;3;2;2;5.000056634
Sub103;6;2;2;1;6.000129126
Sub103;3;2;6;1;3.000057012
Sub103;2;2;4;1;2.000057012
Sub103;2;2;9;1;2.000068716
Sub103;2;1;9;1;2.000056634
Sub103;8;1;3;2;8.000071736
Sub103;6;1;4;2;6.000057767
Sub103;7;2;2;2;7.000072869
Sub103;7;3;5;2;7.000072492
Sub103;3;2;7;2;3.000057389
Sub103;4;2;9;1;4.000057389
Sub103;5;3;6;2;5.000056634
Sub103;5;1;4;2;5.000055501
Sub103;2;1;4;1;2.000055879
Sub103;5;2;9;2;5.000056634
Sub103;3;2;9;1;3.000055501
Sub103;7;1;10;2;7.000055879
Sub103;3;1;7;1;3.000057012
Sub103;3;2;3;1;3.000054746
Sub103;2;3;6;1;2.000056256
Sub103;6;3;3;2;6.000055879
Sub103;4;2;6;1;4.000055124
Sub103;8;1;4;2;8.000070981
Sub103;4;1;3;1;4.000056634
Sub103;3;1;8;1;3.000058144
Sub103;7;3;1;2;7.000071359
Sub103;6;3;7;2;6.000057767
Sub103;8;1;8;2;8.000070981
Sub103;6;3;1;2;6.000056256
Sub103;7;1;1;2;7.000072114
Sub103;5;1;7;2;5.000056634
Sub103;5;3;2;1;5.000057012
Sub103;3;3;6;1;3.000057767
Sub103;4;1;10;1;4.000056256
Sub103;4;3;4;1;4.000057767
Sub103;3;3;7;1;3.000056634
Sub103;2;3;9;1;2.000055879
Sub103;4;2;3;1;4.000057012
Sub103;5;2;2;2;5.000056256
Sub103;3;2;8;1;3.000056256
Sub103;4;3;7;1;4.000056634
Sub103;3;3;10;1;3.000069849
Sub103;4;1;1;1;4.000057389
Sub103;5;1;6;2;5.000055879
Sub103;3;3;5;1;3.000056256
Sub103;4;1;6;1;4.000057389
Sub103;3;3;8;2;3.000056634
Sub103;7;1;8;2;7.000057012
Sub103;8;3;2;2;8.000072492
Sub103;8;3;8;2;8.000072114
Sub103;4;3;7;1;4.000075512
Sub103;5;3;7;1;5.000056634
Sub103;2;3;7;1;2.000055879
Sub103;3;2;9;1;3.000056256
Sub103;2;1;7;1;2.000056634
Sub103;5;1;4;1;5.000057012
Sub103;6;3;5;1;6.000057389
Sub103;7;3;3;2;7.000072492
Sub103;3;1;6;1;3.000058144
Sub103;8;2;4;1;8.000071359
Sub103;5;2;5;1;5.000057389
Sub103;7;2;10;2;7.000072492
Sub103;6;1;6;2;6.000071359
Sub103;6;2;5;2;6.000071736
Sub103;4;3;1;1;4.000056256
Sub103;6;1;5;2;6.000055501
Sub103;2;3;1;1;2.000057012
Sub103;6;1;7;2;6.000057012
Sub103;4;3;3;1;4.000057012
Sub103;2;2;10;1;2.000057012
Sub103;2;3;4;1;2.000055879
Sub103;6;1;3;2;6.000057012
Sub103;8;2;6;2;8.000072869
Sub103;7;3;7;2;7.000055879
Sub103;2;3;2;1;2.000056634
Sub103;2;1;3;1;2.000057012
Sub103;2;2;8;1;2.000057389
Sub103;6;1;4;2;6.000055879
Sub103;7;1;9;2;7.000056256
Sub103;3;3;4;1;3.000057767
Sub103;3;3;3;1;3.000054746
Sub103;2;2;6;1;2.000066451
Sub103;8;2;7;1;8.000072114
Sub103;6;3;1;2;6.000057767
Sub103;4;2;7;1;4.000057767
Sub103;5;1;6;2;5.000057767
Sub103;3;1;6;1;3.000057012
Sub103;2;2;7;1;2.000128371
Sub103;8;2;5;2;8.000072114
Sub103;4;2;2;1;4.000056256
Sub103;2;3;4;1;2.000056634
Sub103;8;3;3;2;8.000071736
Sub103;7;1;8;2;7.000056634
Sub103;4;3;5;1;4.000056256
Sub103;5;2;10;2;5.000057767
Sub103;2;3;6;1;2.000056634
Sub103;8;1;4;2;8.000072492
Sub103;3;3;7;1;3.000055879
Sub103;8;1;8;2;8.000072869
Sub103;8;2;8;2;8.000072114
Sub103;3;3;3;1;3.000057389
Sub103;8;3;7;2;8.000071736
Sub103;5;2;7;1;5.000057389
Sub103;7;2;6;2;7.000073247
Sub103;6;2;1;2;6.000057012
Sub103;4;2;10;2;4.000056634
Sub103;3;2;5;1;3.000058144
Sub103;3;3;2;1;3.000055879
Sub103;4;2;8;1;4.000056256
Sub103;8;2;4;2;8.000072869
Sub103;8;3;9;2;8.000071736
Sub103;4;1;3;1;4.000058522
Sub103;5;1;7;1;5.000057012
Sub103;8;2;6;2;8.000072114
Sub103;3;3;10;1;3.000056256
Sub103;6;3;9;2;6.000056256
Sub103;7;3;6;2;7.000071736
Sub103;2;1;1;1;2.000078155
Sub103;5;3;10;2;5.000147626
Sub103;3;1;4;2;3.000076267
Sub103;6;3;8;2;6.000093257
Sub103;8;2;9;2;8.000070604
Sub103;4;3;10;1;4.000056256
Sub103;6;3;5;2;6.000057012
Sub103;6;1;10;2;6.000072114
Sub103;3;2;2;1;3.000056256
Sub103;6;2;9;2;6.000057012
Sub103;6;1;8;2;6.000057012
Sub103;7;3;6;2;7.000069849
Sub103;3;1;1;1;3.000068716
Sub103;5;3;10;2;5.000056256
Sub103;7;1;2;1;7.000072869
Sub103;7;3;3;1;7.000058144
Sub103;5;2;8;1;5.000056256
Sub103;8;3;5;2;8.000071359
Sub103;8;2;10;2;8.000071736
Sub103;5;2;4;1;5.000056256
Sub103;8;1;9;2;8.000073247
Sub103;5;3;3;2;5.000055501
Sub103;4;2;5;1;4.000055501
Sub103;8;3;7;2;8.000073247
Sub103;4;1;4;1;4.000056634
Sub103;7;2;7;2;7.000058522
Sub103;2;3;7;1;2.000056256
Sub103;8;3;9;2;8.000072114
Sub103;5;3;8;2;5.000056634
Sub103;2;1;5;1;2.000056634
Sub103;4;1;10;1;4.000087594
Sub103;3;2;10;1;3.000058144
Sub103;6;1;3;2;6.000058144
Sub103;2;3;8;1;2.000057012
Sub103;4;2;4;1;4.000057012
Sub103;7;3;8;2;7.000070226
Sub103;7;1;7;1;7.000072869
Sub103;4;3;8;1;4.000055501
Sub103;6;2;7;2;6.000055879
Sub103;3;2;1;1;3.000057012
Sub103;6;2;10;2;6.000071359
Sub103;4;3;6;1;4.000057012
Sub103;2;2;8;1;2.000075512
Sub103;8;2;5;2;8.000081175
Sub103;3;2;8;1;3.000075512
Sub103;5;3;4;2;5.000081931
Sub103;4;3;10;2;4.000055879
Sub103;6;2;3;2;6.000056256
Sub103;4;2;1;2;4.000087594
Sub103;4;3;8;2;4.000057767
Sub103;4;1;5;1;4.000068338
Sub103;8;3;10;2;8.000071736
Sub103;4;1;4;1;4.000056256
Sub103;4;1;6;2;4.000131769
Sub103;6;2;3;2;6.000071359
Sub103;4;1;8;2;4.000055501
Sub103;3;1;9;1;3.000057012
Sub103;3;3;5;1;3.000057389
Sub103;2;2;5;1;2.000056256
Sub103;7;2;4;2;7.000056256
Sub103;5;3;8;2;5.000057767
Sub103;6;2;9;2;6.000072869
Sub103;7;2;1;2;7.000073624
Sub103;7;1;5;2;7.000072869
Sub103;3;1;3;1;3.000057389
Sub103;7;2;3;2;7.000072114
Sub103;4;1;9;1;4.000057012
Sub103;3;2;3;1;3.000057012
Sub103;8;1;3;2;8.000072114
Sub103;6;2;4;2;6.000057012
Sub103;3;1;2;2;3.000055501
Sub103;6;3;3;2;6.000057389
Sub103;2;2;9;1;2.000056256
Sub103;2;2;7;1;2.000057767
Sub103;4;2;1;2;4.000056634
Sub103;6;2;10;2;6.000078155
Sub103;4;1;9;1;4.000057389
Sub103;2;3;1;1;2.000057012
Sub103;3;1;2;1;3.000057389
Sub103;7;2;4;2;7.000056634
Sub103;5;2;4;2;5.000057767
Sub103;7;2;2;2;7.000084196
Sub103;2;1;2;1;2.000057767
Sub103;2;2;1;1;2.000084196
Sub103;2;1;9;1;2.000055879
Sub103;2;1;2;1;2.000057012
Sub103;7;2;9;2;7.000072114
Sub103;6;2;8;2;6.000055879
Sub103;7;3;4;2;7.000072869
Sub103;7;3;8;2;7.000057389
Sub103;8;2;2;2;8.000072869
Sub103;6;1;10;2;6.000056634
Sub103;5;1;10;2;5.000057012
Sub103;5;1;2;1;5.000056256
Sub103;5;3;9;1;5.000057389
Sub103;4;3;4;1;4.000057012
Sub103;2;1;6;1;2.000056634
Sub103;5;2;1;2;5.000055501
Sub103;3;3;8;1;3.000057389
Sub103;2;2;5;1;2.000057012
Sub103;8;1;6;2;8.000072869
Sub103;5;2;3;2;5.000057012
Sub103;4;1;5;2;4.000056634
Sub103;6;2;5;2;6.000056634
Sub103;7;2;1;2;7.000056634
Sub103;3;2;7;2;3.000057012
Sub103;2;2;6;1;2.000057389
Sub103;3;2;10;1;3.000057012
Sub103;7;3;9;2;7.000074757
Sub103;4;2;4;2;4.000068716
Sub103;7;3;2;2;7.000057389
Sub103;8;1;7;2;8.000072869
Sub103;5;1;3;2;5.000057389
Sub103;7;1;1;2;7.000072869
Sub103;8;1;1;2;8.000071736
Sub103;3;1;8;2;3.000056256
Sub103;2;1;5;1;2.000056634
Sub103;8;2;10;2;8.000071736
Sub103;2;2;2;1;2.000058522
Sub103;2;3;3;1;2.000056256
Sub103;7;2;5;2;7.000071736
Sub103;7;1;5;2;7.000072114
Sub103;6;2;2;2;6.000072869
Sub103;4;3;2;2;4.000057389
Sub103;5;3;1;2;5.000057389
Sub103;3;2;5;1;3.000055879
Sub103;4;2;7;2;4.000056634
Sub103;2;3;5;1;2.000056634
Sub103;8;1;5;2;8.000072869
Sub103;6;2;1;2;6.000072114
Sub103;8;1;10;2;8.000093635
Sub103;7;3;10;2;7.000081931
Sub103;7;3;5;2;7.000072869
Sub103;6;2;6;2;6.000056256
Sub103;6;3;9;2;6.000055501
Sub103;5;1;9;2;5.000057012
Sub103;6;1;7;2;6.000066073
Sub103;6;3;6;2;6.000057767
Sub103;5;3;4;2;5.000072492
Sub103;8;3;4;2;8.000073247
Sub103;8;1;1;2;8.000070981
Sub103;7;1;3;2;7.000071736
Sub103;8;2;1;2;8.000072492
Sub103;8;3;6;2;8.000073247
Sub103;3;1;5;1;3.000056634
Sub103;7;3;2;2;7.000071736
Sub103;4;2;10;1;4.000056256
Sub103;8;1;2;2;8.000070604
Sub103;3;3;2;1;3.000057389
Sub103;7;2;10;2;7.000072114
Sub103;4;2;2;1;4.000057767
Sub103;7;2;5;2;7.000055879
Sub103;3;2;2;1;3.000055501
Sub103;2;1;7;1;2.000055879
Sub103;2;1;8;1;2.000056634